address_1,address_2,city,state,postal_code,phone_number,restaurant_open_date,facility_type,permitid,x,y,geocode_status,geo_shape,geo_point_2d,BIZ_ID,biz_name,NAME_SENTIMENT,HEALTH_SCORE,NAME_SENTIMENT_CONFIDENCE
980 KILDAIRE FARM RD,NA,CARY,NC,27511-3923,(919) 467-4168,2000-07-01,Meat Market,5870,-78.78312285,35.77217517,M,"{""coordinates"": [-78.78312550570882, 35.772182245778296], ""type"": ""Point""}","35.772182245778296, -78.78312550570882",04092300171,FOOD LION #40 MEAT MARKET,very positive,100,0.3962396
1315 OAKWOOD AVE,NA,RALEIGH,NC,27610-2247,(919) 516-4000,1991-10-17,Restaurant,5945,-78.61949239,35.78808817,M,"{""coordinates"": [-78.6194949967865, 35.788095251779076], ""type"": ""Point""}","35.788095251779076, -78.6194949967865",04092010685,ST. AUGUSTINE'S UNIVERSITY CAFETERIA,positive,93.5,0.3486731
4520 SIX FORKS RD,NA,RALEIGH,NC,27609-5710,(919) 881-1370 ext. 23040,1991-09-17,Public School Lunchrooms,6036,-78.64084555,35.84306958,M,"{""coordinates"": [-78.64084816769783, 35.84307667031184], ""type"": ""Point""}","35.84307667031184, -78.64084816769783",04092110035,CARROLL MIDDLE SCH.CAFETERIA,neutral,100,0.30943435
1516 NEW BERN AVE,NA,RALEIGH,NC,27610-2536,(919) 755-1551,1998-06-02,Restaurant,6056,-78.61632082,35.77973525,M,"{""coordinates"": [-78.61632341877144, 35.779742329106675], ""type"": ""Point""}","35.779742329106675, -78.61632341877144",04092012252,JACKS SEAFOOD RESTAURANT,very positive,95,0.3628688
4500 OLD WAKE FOREST RD,NA,RALEIGH,NC,27609-6235,(919) 876-4157,1991-05-08,Restaurant,6119,-78.60995698,35.8419524,M,"{""coordinates"": [-78.60995958127731, 35.84195949733082], ""type"": ""Point""}","35.84195949733082, -78.60995958127731",04092010405,KANKI JAPANESE HOUSE OF STEAKS,positive,93.5,0.24667846
532 EAGLE ROCK RD,NA,WENDELL,NC,27591-9072,(919) 365-7711 ext. 123,1991-05-02,Restaurant,6151,-78.41589046,35.79770815,M,"{""coordinates"": [-78.4158929995135, 35.79771524526823], ""type"": ""Point""}","35.79771524526823, -78.4158929995135",04092010682,SOUTHEASTERN FREEWILL BAPT.COLLEGE CAFETERIA,positive,96,0.34475377
4400 LOUISBURG RD,NA,RALEIGH,NC,27616-4335,(919) 790-9099,1991-05-07,Food Stand,6188,-78.57305841,35.84254766,M,"{""coordinates"": [-78.57306100610188, 35.84255475439149], ""type"": ""Point""}","35.84255475439149, -78.57306100610188",04092020040,CIRCLE K # 8621,very positive,97.5,0.3137216
1262 NW MAYNARD RD,NA,CARY,NC,27513,(919) 463-7677,2000-11-08,Restaurant,6233,-78.80932559,35.78486593,M,"{""coordinates"": [-78.8093282515348, 35.784873000153084], ""type"": ""Point""}","35.784873000153084, -78.8093282515348",04092013232,NAKATO EXPRESS,very positive,97.5,0.26926506
7526 KNIGHTDALE BLVD E,NA,KNIGHTDALE,NC,27545,(919) 266-1509,2000-12-19,Restaurant,6248,-78.47551952,35.79852808,M,"{""coordinates"": [-78.47552208095345, 35.79853516710963], ""type"": ""Point""}","35.79853516710963, -78.47552208095345",04092013256,MACK'S MART,very positive,98,0.32213637
204 DIXIE TRAIL,NA,RALEIGH,NC,27607,(919) 856-7769 ext. 20963,2001-08-13,Public School Lunchrooms,6485,-78.67501338,35.79372175,M,"{""coordinates"": [-78.67501599689916, 35.79372883276736], ""type"": ""Point""}","35.79372883276736, -78.67501599689916",04092110127,FRED OLDS ELEMENTARY CAFETERIA,positive,100,0.3547635
329 N HARRISON AVE,NA,CARY,NC,27513-4560,(919) 460-1786,1991-05-06,Restaurant,6539,-78.78373893,35.78994983,M,"{""coordinates"": [-78.78374158678545, 35.78995691068734], ""type"": ""Point""}","35.78995691068734, -78.78374158678545",04092010775,UPPER DECK,neutral,99,0.28783903
2233-102 AVENT FERRY RD,NA,RALEIGH,NC,27606-2138,(919) 834-3354,1991-04-19,Restaurant,6672,-78.67605304,35.778358420000004,M,"{""coordinates"": [-78.67605566440506, 35.77836549672369], ""type"": ""Point""}","35.77836549672369, -78.67605566440506",04092010167,CLOOS CONEY ISLAND,very positive,98.5,0.23983656
6282 GLENWOOD AVE,#104 STE 104,RALEIGH,NC,27612-2651,(919) 785-0111,1996-10-18,Restaurant,6782,-78.70313537,35.85876533,M,"{""coordinates"": [-78.7031380053513, 35.858772418815526], ""type"": ""Point""}","35.858772418815526, -78.7031380053513",04092011948,STARBUCKS COFFEE # 8217,very positive,98,0.31356558
720 POWELL DR,NA,GARNER,NC,27529-3128,(919) 662-2434 ext. 21388,1991-04-03,Public School Lunchrooms,6807,-78.61177456,35.71602477,M,"{""coordinates"": [-78.61177716183867, 35.716031832183404], ""type"": ""Point""}","35.716031832183404, -78.61177716183867",04092110042,NORTH GARNER MIDDLE SCH. CAF.,neutral,97.5,0.34120387
8808 OLD STAGE RD,NA,RALEIGH,NC,27603-9533,(919) 662-2482,1991-04-03,Public School Lunchrooms,6809,-78.66853931,35.6553287,M,"{""coordinates"": [-78.66854192204, 35.655335748301155], ""type"": ""Point""}","35.655335748301155, -78.66854192204",04092110041,VANCE ELEM. SCHOOL CAFETERIA,positive,100,0.32933673
120 W HARGET ST,NA,RALEIGH,NC,27601-1344,(919) 832-9929,1991-04-02,Restaurant,6860,-78.64072906,35.77902559,M,"{""coordinates"": [-78.64073167111951, 35.77903267053684], ""type"": ""Point""}","35.77903267053684, -78.64073167111951",04092010264,FIRST PRESBYTERIAN CHURCH,very positive,97,0.367857
1920 ROCK QUARRY RD,NA,RALEIGH,NC,27610-4154,(919) 836-8780,1991-04-02,Food Stand,6865,-78.6129004,35.75413892,M,"{""coordinates"": [-78.61290300035321, 35.75414599381154], ""type"": ""Point""}","35.75414599381154, -78.61290300035321",04092021082,HAN-DEE HUGO'S #46,positive,99,0.2842014
900 HILLSBOROUGH ST,NA,RALEIGH,NC,27603-1610,(919) 424-4093,1991-03-19,Restaurant,6938,-78.65261196,35.78272392,M,"{""coordinates"": [-78.65261457759598, 35.78273100032605], ""type"": ""Point""}","35.78273100032605, -78.65261457759598",04092010686,SAINT MARY'S SCHOOL DINING AND ALDERT'S CORNER MARKET,positive,97,0.40597486
9601 STRICKLAND RD,NA,RALEIGH,NC,27615,(919) 845-8994,1996-12-06,Restaurant,7097,-78.6558313,35.90114598,M,"{""coordinates"": [-78.65583392184637, 35.901153083314775], ""type"": ""Point""}","35.901153083314775, -78.65583392184637",04092011976,CHAR-GRILL,positive,98,0.32141122
3821 WESTERN BLVD,NA,RALEIGH,NC,27606-1934,(919) 851-9034,1995-12-08,Restaurant,7276,-78.68953247,35.78425417,M,"{""coordinates"": [-78.68953509284367, 35.78426125168839], ""type"": ""Point""}","35.78426125168839, -78.68953509284367",04092011831,TACO BELL #3279,very positive,99,0.27020216
1120 KILDAIRE FARM RD,NA,CARY,NC,27511-4523,(919) 481-0850,1995-12-04,Restaurant,7273,-78.7822126,35.76974584,M,"{""coordinates"": [-78.78221524848162, 35.76975291598005], ""type"": ""Point""}","35.76975291598005, -78.78221524848162",04092011783,TACO BELL #3421,very positive,99,0.26775122
2215 NEW HOPE CHURCH RD,NA,RALEIGH,NC,27601,(919) 850-2400,2004-09-22,Restaurant,7362,-78.60062541,35.83624582,M,"{""coordinates"": [-78.60062800548833, 35.83625291022764], ""type"": ""Point""}","35.83625291022764, -78.60062800548833",04092014137,JULIANS INTL. RESTAURANT AND DELI,very positive,91,0.44000614
1201 BEAVER CREEK COMMONS DR,NA,APEX,NC,27502,(919) 372-1405,2004-11-05,Food Stand,7368,-78.87777608,35.7448776,M,"{""coordinates"": [-78.87777875661688, 35.7448846586571], ""type"": ""Point""}","35.7448846586571, -78.87777875661688",04092021298,SUPER TARGET #1932 (DELI & STARBUCKS),very positive,98.5,0.7781488
2904 WAKE FOREST RD,NA,RALEIGH,NC,27609,(919) 743-3333,2005-03-11,Food Stand,7572,-78.62209482,35.82015424,M,"{""coordinates"": [-78.6220974222149, 35.82016132982533], ""type"": ""Point""}","35.82016132982533, -78.6220974222149",04092020856,PAPA JOHN'S #1576,very positive,93,0.35043904
418 W GANNON AVE,NA,ZEBULON,NC,27597,(919) 269-0125,2005-03-21,Restaurant,8467,-78.32326257,35.82235191,M,"{""coordinates"": [-78.32326508418194, 35.822359005448014], ""type"": ""Point""}","35.822359005448014, -78.32326508418194",04092014279,MCLEAN'S OLE TIME CAFE,positive,98.5,0.30950624
4350 LASSITER AT N. HILLS AVE. STE. 118,NA,RALEIGH,NC,27609,(919) 788-8778,2005-04-05,Restaurant,8476,-78.64297679,35.83719099,M,"{""coordinates"": [-78.64297940776801, 35.83719807824667], ""type"": ""Point""}","35.83719807824667, -78.64297940776801",04092014287,FIREBIRDS ROCKY MOUNTAIN GRILL #2,very positive,97,0.36844778
750 W WILLIAMS ST,NA,APEX,NC,27502,(919) 362-3782,2005-04-13,Food Stand,8486,-78.86276232,35.73802969,M,"{""coordinates"": [-78.86276499749108, 35.73803674828795], ""type"": ""Point""}","35.73803674828795, -78.86276499749108",04092021318,HARRIS TEETER #58 PRODUCE,very positive,98.5,0.34613416
3540 WADE AVE,NA,RALEIGH,NC,27607,(919) 828-1589,2005-06-27,Food Stand,8584,-78.68557988,35.80211883,M,"{""coordinates"": [-78.68558250000501, 35.802125916119024], ""type"": ""Point""}","35.802125916119024, -78.68558250000501",04092021334,WHOLE FOODS MARKET SEAFOOD MARKET,positive,100,0.3426977
8100 BRIER CREEK PKY,NA,RALEIGH,NC,27616,(336) 659-0180,2005-08-15,Food Stand,8640,-78.78577776,35.9101189,M,"{""coordinates"": [-78.78578042155027, 35.91012600036957], ""type"": ""Point""}","35.91012600036957, -78.78578042155027",04092021343,LOWES FOODS #224 BEEF SHOP,very positive,98,0.3246588
1849 S MAIN ST,NA,WAKE FOREST,NC,27587,(919) 453-1250,2005-10-31,Restaurant,8772,-78.52626549,35.9510248,M,"{""coordinates"": [-78.52626807811393, 35.9510319217068], ""type"": ""Point""}","35.9510319217068, -78.52626807811393",04092014416,THE VILLAGE DELI,positive,95.5,0.34256637
319 CROSSROADS BLVD,NA,CARY,NC,27518,(919) 851-7995,2005-10-25,Restaurant,8794,-78.73871469,35.76064643,M,"{""coordinates"": [-78.73871732686946, 35.76065349732471], ""type"": ""Point""}","35.76065349732471, -78.73871732686946",04092014425,GREEK FIESTA AT CROSSROADS,very positive,92.5,0.4059798
6320 CAPITAL BLV,NA,RALEIGH,NC,27616,(919) 872-2661,2005-12-01,Restaurant,8824,-78.57847149,35.87073431,M,"{""coordinates"": [-78.578474086541, 35.87074141347245], ""type"": ""Point""}","35.87074141347245, -78.578474086541",04092014448,FU KEE EXPRESS,very positive,97.5,0.33244833
764 W WILLIAMS ST,NA,APEX,NC,27502,(919) 362-6887,2005-12-27,Restaurant,8837,-78.86276232,35.73802969,M,"{""coordinates"": [-78.86276499749108, 35.73803674828795], ""type"": ""Point""}","35.73803674828795, -78.86276499749108",04092014456,#1 CHINA,very positive,96.5,0.69137734
3608 DAVIS DR,NA,MORRISVILLE,NC,27560,(919) 460-1170,2005-12-01,Restaurant,8845,-78.84755867,35.82155875,M,"{""coordinates"": [-78.84756134156163, 35.821565832469375], ""type"": ""Point""}","35.821565832469375, -78.84756134156163",04092014461,STARBUCKS COFFEE #9657,very positive,98.5,0.32821363
1430 N MAIN ST,NA,FUQUAY-VARINA,NC,27526,(919) 557-1777,2005-12-08,Restaurant,8894,-78.77067019,35.59261655,M,"{""coordinates"": [-78.7706728324967, 35.59262358093974], ""type"": ""Point""}","35.59262358093974, -78.7706728324967",04092014483,TACOS MEXICO,very positive,96,0.23481405
120 N WINGATE ST,NA,WAKE FOREST,NC,27587,(919) 761-2170,2006-02-09,Restaurant,8921,-78.51237159,35.98136178,M,"{""coordinates"": [-78.51237417340654, 35.98136891016239], ""type"": ""Point""}","35.98136891016239, -78.51237417340654",04092014497,MAGNOLIA KITCHEN,very positive,97.5,0.38509807
744-F E CHATHAM ST,NA,CARY,NC,27511,(919) 469-9651,2006-03-08,Restaurant,8959,-78.7669176,35.79077934,M,"{""coordinates"": [-78.766920251914, 35.7907864192227], ""type"": ""Point""}","35.7907864192227, -78.766920251914",04092014517,MITHAI HOUSE OF INDIAN DESSERTS,very positive,99,0.4140758
930 HIGH HOUSE RD,NA,CARY,NC,27513,(919) 467-4441,2006-04-20,Food Stand,9057,-78.82691634,35.78842126,M,"{""coordinates"": [-78.82691900326957, 35.78842833559435], ""type"": ""Point""}","35.78842833559435, -78.82691900326957",04092021378,LOWES FOODS #190 PRODUCE,very positive,98.5,0.43629605
1403 W WILLIAMS ST,NA,APEX,NC,27502,(919) 303-7997,2006-04-25,Restaurant,9083,-78.87727082,35.75015302,M,"{""coordinates"": [-78.87727350044442, 35.75016008342593], ""type"": ""Point""}","35.75016008342593, -78.87727350044442",04092014554,KFC #J120103,very positive,99,0.3365663
10250 LITTLE BRIER CREEK LN,NA,RALEIGH,NC,27617,(919) 361-5300,2006-05-08,Food Stand,9106,-78.78400384,35.91248481,M,"{""coordinates"": [-78.78400649993951, 35.91249191030778], ""type"": ""Point""}","35.91249191030778, -78.78400649993951",04092021385,FUEL STOP AT BRIER CREEK,positive,96,0.2851069
2820 BRENTWOOD RD,NA,RALEIGH,NC,27604,(919) 790-3555,2006-06-06,Restaurant,9172,-78.5961504,35.81728333,M,"{""coordinates"": [-78.5961529937974, 35.81729041338448], ""type"": ""Point""}","35.81729041338448, -78.5961529937974",04092014606,SUBWAY,very positive,96,0.28462014
6602-3 GLENWOOD AVE,NA,RALEIGH,NC,27612,(919) 781-5115,2006-06-26,Restaurant,9230,-78.70776162,35.86036632,M,"{""coordinates"": [-78.70776425702093, 35.860373413509166], ""type"": ""Point""}","35.860373413509166, -78.70776425702093",04092014627,CHIPOTLE MEXICAN GRILL STORE # 0826,very positive,98,0.3048728
3532 DAVIS DR,NA,MORRISVILLE,NC,27560,(919) 457-6705,2006-07-19,Restaurant,9280,-78.84576057,35.81812092,M,"{""coordinates"": [-78.84576324325546, 35.818127999911525], ""type"": ""Point""}","35.818127999911525, -78.84576324325546",04092014651,INCHIN'S BAMBOO GARDEN,very positive,94,0.30519938
98 CORNERSTONE DR,NA,CARY,NC,27519,(919) 467-1259,2006-09-05,Food Stand,9325,-78.85187774,35.79044484,M,"{""coordinates"": [-78.8518804185753, 35.790451910630374], ""type"": ""Point""}","35.790451910630374, -78.8518804185753",04092021397,HARRIS TEETER #138 PRODUCE,very positive,98.5,0.3484384
8101 FAYETTEVILLE RD,NA,FUQUAY-VARINA,NC,27603,(919) 772-0241,2006-08-16,Food Stand,9334,-78.70124301,35.66364619,M,"{""coordinates"": [-78.70124563461593, 35.663653243645754], ""type"": ""Point""}","35.663653243645754, -78.70124563461593",04092021401,HARRIS TEETER #283 MEAT/SEAFOOD,positive,100,0.27319872
8101 FAYETTEVILLE RD,NA,FUQUAY-VARINA,NC,27603,(919) 772-0241,2006-08-16,Food Stand,9336,-78.70124301,35.66364619,M,"{""coordinates"": [-78.70124563461593, 35.663653243645754], ""type"": ""Point""}","35.663653243645754, -78.70124563461593",04092021402,HARRIS TEETER #283 DELI,positive,99,0.26786622
3829 FORESTVILLE RD,NA,RALEIGH,NC,27616,(919) 217-5100 ext. 24410,2006-08-18,Public School Lunchrooms,9342,-78.5120161,35.87303856,M,"{""coordinates"": [-78.51201867332647, 35.87304566507885], ""type"": ""Point""}","35.87304566507885, -78.51201867332647",04092110460,HARRIS CREEK ELEM. SCHOOL LUNCHROOM,positive,100,0.36751765
6770 MCCRIMMON PKWY,NA,CARY,NC,27513,(919) 463-8656 ext. 25213,2006-08-21,Public School Lunchrooms,9360,-78.88879132,35.830181,M,"{""coordinates"": [-78.88879400269069, 35.83018808410762], ""type"": ""Point""}","35.83018808410762, -78.88879400269069",04092110461,PANTHER CREEK HIGH SCH. CAFETERIA,positive,100,0.33869067
2838 WAKE FOREST RD,NA,RALEIGH,NC,27609,(919) 755-2816,2006-10-24,Restaurant,9406,-78.62231322,35.81825683,M,"{""coordinates"": [-78.62231582616258, 35.818263922074365], ""type"": ""Point""}","35.818263922074365, -78.62231582616258",04092014706,COSTCO WHOLESALE #645 FOOD COURT,very positive,98.5,0.33407733
2840 NC HWY 55,NA,CARY,NC,27519,(919) 387-3482,2006-10-23,Restaurant,9411,-78.87059729,35.78940783,M,"{""coordinates"": [-78.87059996727571, 35.78941490664935], ""type"": ""Point""}","35.78941490664935, -78.87059996727571",04092014708,STARBUCKS COFFEE #9364,very positive,99,0.31765458
3655 CARY PKWY,NA,CARY,NC,27511,(919) 481-2865,2006-10-31,Food Stand,9419,-78.83800517,35.78179735,M,"{""coordinates"": [-78.83800784077582, 35.78180441901703], ""type"": ""Point""}","35.78180441901703, -78.83800784077582",04092021412,FRESH MARKET #8 PRODUCE,very positive,97,0.6632179
3655 CARY PKY,NA,CARY,NC,27511,(919) 481-2865,2006-10-31,Meat Market,9422,-78.83800517,35.78179735,M,"{""coordinates"": [-78.83800784077582, 35.78180441901703], ""type"": ""Point""}","35.78180441901703, -78.83800784077582",04092300233,FRESH MARKET #8 MEAT MARKET,very positive,99,0.5223013
6605 KNIGHTDALE BLVD,NA,KNIGHTDALE,NC,27545,(919) 261-0167,2006-10-27,Restaurant,9430,-78.50846518,35.79679074,M,"{""coordinates"": [-78.5084677545724, 35.7967978318901], ""type"": ""Point""}","35.7967978318901, -78.5084677545724",04092014720,CHILI'S GRILL AND BAR #1183,very positive,91.5,0.3625623
6301 TRIANGLE PLANTATION DR,NA,RALEIGH,NC,27616,(919) 278-1000,2006-10-25,Food Stand,9440,-78.5823769,35.87315531,M,"{""coordinates"": [-78.58237950016586, 35.8731624129034], ""type"": ""Point""}","35.8731624129034, -78.58237950016586",04092021415,BJ'S MEMBERSHIP CLUB #177 DELI/MEAT MARKET,positive,97,0.30523556
100 WOODLAND POND,NA,CARY,NC,27513,(919) 447-4000,2007-01-12,Restaurant,9531,-78.76458185,35.82989317,M,"{""coordinates"": [-78.76458449928711, 35.82990025176246], ""type"": ""Point""}","35.82990025176246, -78.76458449928711",04092014769,UMSTEAD HOTEL & SPA FOOD SERVICE,positive,98.5,0.3648681
1904-101 NW MAYNARD RD,NA,CARY,NC,27513,(919) 481-9124,2007-02-02,Restaurant,9572,-78.7949041,35.79887976,M,"{""coordinates"": [-78.79490675758811, 35.79888683812391], ""type"": ""Point""}","35.79888683812391, -78.79490675758811",04092014790,STARBUCKS #10158,very positive,98,0.32348007
4541 JONES SAUSAGE RD,NA,RALEIGH,NC,27529,(919) 779-3409,2006-12-18,Food Stand,9546,-78.58616224,35.72106678,M,"{""coordinates"": [-78.58616483252948, 35.721073848536406], ""type"": ""Point""}","35.721073848536406, -78.58616483252948",04092021428,SPEEDWAY #6961,very positive,96,0.342894
2640 TIMBER DR,NA,GARNER,NC,27529,(919) 661-8008,2007-02-28,Restaurant,9625,-78.63679232,35.71605085,M,"{""coordinates"": [-78.63679492442816, 35.716057910693706], ""type"": ""Point""}","35.716057910693706, -78.63679492442816",04092014819,RUDINO'S PIZZA & GRINDERS,very positive,97.5,0.4395536
750-G E CHATHAM ST,NA,CARY,NC,27511,(919) 469-8889,2007-03-12,Food Stand,9638,-78.76514284,35.79157176,M,"{""coordinates"": [-78.76514549164654, 35.791578838482266], ""type"": ""Point""}","35.791578838482266, -78.76514549164654",04092021439,SEA DEPOT SEAFOOD MARKET,positive,96.5,0.34529233
1402 GARNER  RD,11 TO 4PM SATURDAY,RALEIGH,NC,27610,(919) 616-1519,2007-03-14,Mobile Food Units,9644,-78.63186032,35.76307734,M,"{""coordinates"": [-78.6318629244599, 35.763084418910374], ""type"": ""Point""}","35.763084418910374, -78.6318629244599",04092030166,PUPUSAS Y TACOS MARINA (WCID #172),positive,99,0.2339038
1814-106 OBERLIN RD,NA,RALEIGH,NC,27608,(919) 789-0001,2007-05-04,Food Stand,9725,-78.65503998,35.8085905,M,"{""coordinates"": [-78.65504259228766, 35.808597586560836], ""type"": ""Point""}","35.808597586560836, -78.65504259228766",04092021447,HUNGRY HOWIE'S PIZZA,positive,94,0.2733192
8921 PIPPIN RD.,NA,ZEBULON,NC,27597,(919) 404-3844 ext. 23230,2007-06-12,Public School Lunchrooms,9800,-78.33536765,35.85558798,M,"{""coordinates"": [-78.33537016789357, 35.85559508380099], ""type"": ""Point""}","35.85559508380099, -78.33537016789357",04092110464,WAKELON ELEMENTARY SCH. LUNCHROOM,positive,99.5,0.37251464
11420 CAPITAL  BLVD,NA,WAKE FOREST,NC,27587,(919) 562-0276,2007-06-15,Restaurant,9806,-78.5401275,35.95578496,M,"{""coordinates"": [-78.54013008972996, 35.95579208372716], ""type"": ""Point""}","35.95579208372716, -78.54013008972996",04092014887,RED ROBIN #573,very positive,96,0.31402868
5639 HILLSBOROUGH ST,NA,RALEIGH,NC,27606,(919) 859-0607,2007-09-11,Restaurant,9968,-78.72266311,35.78585617,M,"{""coordinates"": [-78.72266574239129, 35.7858632510764], ""type"": ""Point""}","35.7858632510764, -78.72266574239129",04092014947,HARDEE'S #1207,neutral,95,0.24963866
930 AIRPORT BLVD,NA,MORRISVILLE,NC,27560,(919) 465-1910 ext. 101,2007-10-17,Restaurant,10037,-78.82187449,35.85658767,M,"{""coordinates"": [-78.82187715860115, 35.85659475435228], ""type"": ""Point""}","35.85659475435228, -78.82187715860115",04092014980,DALY CAFE AND PUB AT HOLIDAY INN,positive,98,0.38234013
500 E BROAD ST,NA,FUQUAY-VARINA,NC,27526,(919) 557-6921,2007-10-26,Restaurant,10053,-78.7946961,35.59303938,M,"{""coordinates"": [-78.79469875088375, 35.59304641333226], ""type"": ""Point""}","35.59304641333226, -78.79469875088375",04092014991,J & S NEW YORK PIZZA,very positive,98,0.3807915
10140 GREEN LEVEL CHURCH RD,NA,CARY,NC,27519,(919) 460-3126,2007-12-13,Food Stand,10124,-78.90107972,35.82060442,M,"{""coordinates"": [-78.9010824133322, 35.82061149665113], ""type"": ""Point""}","35.82061149665113, -78.9010824133322",04092021496,HARRIS TEETER #298 DELI/BAKERY,positive,98,0.29343078
